Component,Date,Year,Month ,Start,Tide,Transect,Distance (m),Sample,Secchi (m),Salinity (ppt),Conductivity (µS),Conductance (µS),pH,Temp (°C),DO (mg/L),DO (%),Field Cover (%),Depth (m),Substrate,HV,MS,VA,CD,HD,EC,ZP,PPC,PPF,NM,Comments
OPC,2009-06-17,2009,JUN,,,OPC2,40,2,0.51,0.1,212.2,223.3,,22.4,5.09,58.5,NV,0.74,clay/silt/debris,14,0.0,0.0,2.0,,0.0,0.0,0.0,,0.0,live and dead clam
OPC,2009-06-17,2009,JUN,,,OPC2,40,3,0.57,0.1,212.2,223.3,,22.4,5.09,58.5,NV,0.74,clay/silt/debris,21,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,live and dead clam
OPC,2009-06-16,2009,JUN,13:49:00,Incoming(High@15:00),OPC2,50,1,0.5,0.1,218.7,221.5,,24.3,6.16,73.5,NV,0.89,clay/silt,44,0.0,0.0,5.0,,0.0,0.0,0.0,,0.0,
OPC,2009-06-16,2009,JUN,,,OPC2,50,2,0.55,0.1,218.7,221.5,,24.3,6.16,73.5,NV,0.9,clay/silt,8,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2009-06-16,2009,JUN,,,OPC2,50,3,0.55,0.1,218.7,221.5,,24.3,6.16,73.5,NV,0.91,silt/clay,16,0.0,0.0,6.0,,0.0,0.0,0.0,,0.0,
OPC,2009-06-16,2009,JUN,,,OPC2,60,1,0.47,0.1,218.7,221.5,,24.3,6.16,73.5,NV,0.9,clay/debris,20,0.0,0.0,0.0,,0.0,2.0,0.0,,0.0,
OPC,2009-06-16,2009,JUN,,,OPC2,60,2,0.46,0.1,218.7,221.5,,24.3,6.16,73.5,NV,0.88,clay/silt/debris,16,0.0,0.0,2.0,,0.0,0.0,0.0,,0.0,live clam
OPC,2009-06-16,2009,JUN,,,OPC2,60,3,0.46,0.1,218.7,221.5,,24.3,6.16,73.5,NV,0.9,clay/silt/debris,18,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2009-06-17,2009,JUN,11:08:00,Incoming,OPC3,10,1,0.33,0.1,239.1,258.8,,21.0,6.11,69.0,NV,0.88,sand/clay/debris,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,dead clam
OPC,2009-06-17,2009,JUN,,,OPC3,10,2,0.32,0.1,239.1,258.8,,21.0,6.11,69.0,NV,0.89,sand/clay/little debris,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,dead clam
OPC,2009-06-17,2009,JUN,,,OPC3,10,3,0.34,0.1,239.1,258.8,,21.0,6.11,69.0,NV,0.87,sand/clay,5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,dead clam
OPC,2009-06-17,2009,JUN,,,OPC3,20,1,0.45,0.1,239.1,258.8,,21.0,6.11,69.0,NV,0.96,clay/sand/debris,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2009-06-17,2009,JUN,,,OPC3,20,2,0.44,0.1,239.1,258.8,,21.0,6.11,69.0,NV,0.91,sand/clay/debris,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2009-06-17,2009,JUN,,,OPC3,20,3,0.44,0.1,239.1,258.8,,21.0,6.11,69.0,NV,0.87,sand/clay/debris,7,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2009-06-17,2009,JUN,,,OPC3,30,1,0.34,0.1,239.1,258.8,,21.0,6.11,69.0,NV,0.84,sand/clay/debris,2.5,0.0,0.0,2.0,,0.0,0.0,0.0,,0.0,
OPC,2009-06-17,2009,JUN,,,OPC3,30,2,0.42,0.1,239.1,258.8,,21.0,6.11,69.0,NV,0.86,sand/clay/debris,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2009-06-17,2009,JUN,,,OPC3,30,3,0.42,0.1,239.1,258.8,,21.0,6.11,69.0,NV,0.9,sand/clay/debris,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2009-06-17,2009,JUN,,,OPC3,40,1,0.44,0.1,239.1,258.8,,21.0,6.11,69.0,NV,0.8,sand/clay/debris,4.5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,live clam
OPC,2009-06-17,2009,JUN,,,OPC3,40,2,0.49,0.1,239.1,258.8,,21.0,6.11,69.0,NV,0.81,clay/sand/debris,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2009-06-17,2009,JUN,,,OPC3,40,3,0.43,0.1,239.1,258.8,,21.0,6.11,69.0,NV,0.86,sand/clay/debris,3.5,0.0,0.0,0.0,,0.0,2.0,0.0,,0.0,
OPC,2009-06-17,2009,JUN,,,OPC3,50,1,0.31,0.1,239.1,258.8,,21.0,6.11,69.0,NV,0.78,sand/clay/debris,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2009-06-17,2009,JUN,,,OPC3,50,2,0.36,0.1,239.1,258.8,,21.0,6.11,69.0,NV,0.795,sand/clay/debris,5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2009-06-17,2009,JUN,,,OPC3,50,3,0.32,0.1,239.1,258.8,,21.0,6.11,69.0,NV,0.79,sand/clay/debris,4,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2009-06-17,2009,JUN,,,OPC3,60,1,0.45,0.1,239.1,258.8,,21.0,6.11,69.0,NV,0.87,sand/clay/debris,9,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2009-06-17,2009,JUN,,,OPC3,60,2,0.48,0.1,239.1,258.8,,21.0,6.11,69.0,NV,0.81,sand/clay/debris,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2009-06-17,2009,JUN,09:05:00,Incoming,OPC3,60,3,0.51,0.1,239.1,258.8,,21.0,6.11,69.0,NV,0.9,sand/clay/debris,2.5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2009-06-16,2009,JUN,11:21:00,Incoming (low@10:30),OPCC1,10,1,0.38,0.2,503.0,513.0,,24.1,7.0,83.7,NV,0.77,sand/clay/debris,10,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2009-06-16,2009,JUN,,,OPCC1,10,2,0.38,0.2,503.0,513.0,,24.1,7.0,83.7,NV,0.77,sand/clay/debris,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2009-06-16,2009,JUN,,,OPCC1,10,3,0.45,0.2,503.0,513.0,,24.1,7.0,83.7,NV,0.74,sand/clay,3.5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2009-06-16,2009,JUN,,,OPCC1,20,1,0.37,0.2,503.0,513.0,,24.1,7.0,83.7,NV,0.74,sand/minimal debris,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2009-06-16,2009,JUN,,,OPCC1,20,2,0.35,0.2,503.0,513.0,,24.1,7.0,83.7,NV,0.75,sand/debris,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2009-06-16,2009,JUN,,,OPCC1,20,3,0.36,0.2,503.0,513.0,,24.1,7.0,83.7,NV,0.79,sand/clay/debris,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2009-06-16,2009,JUN,,,OPCC1,30,1,0.37,0.2,503.0,513.0,,24.1,7.0,83.7,NV,0.8,sand/debris,2,2.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2009-06-16,2009,JUN,,,OPCC1,30,2,0.42,0.2,503.0,513.0,,24.1,7.0,83.7,NV,0.8,sand/debris,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2009-06-16,2009,JUN,,,OPCC1,30,3,0.37,0.2,503.0,513.0,,24.1,7.0,83.7,NV,0.78,sand,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2009-06-16,2009,JUN,,,OPCC1,40,1,0.45,0.2,503.0,513.0,,24.1,7.0,83.7,NV,0.8,sand,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2009-06-16,2009,JUN,,,OPCC1,40,2,0.43,0.2,503.0,513.0,,24.1,7.0,83.7,NV,0.76,sand,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2009-06-16,2009,JUN,,,OPCC1,40,3,0.4,0.2,503.0,513.0,,24.1,7.0,83.7,NV,0.76,sand,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2009-06-16,2009,JUN,,,OPCC1,50,1,0.34,0.2,503.0,513.0,,24.1,7.0,83.7,NV,0.76,sand/debris,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2009-06-16,2009,JUN,,,OPCC1,50,2,0.4,0.2,503.0,513.0,,24.1,7.0,83.7,NV,0.74,sand,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2009-06-16,2009,JUN,,,OPCC1,50,3,0.37,0.2,503.0,513.0,,24.1,7.0,83.7,NV,0.75,silty sand/clay,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2009-06-16,2009,JUN,,,OPCC1,60,1,0.41,0.2,503.0,513.0,,24.1,7.0,83.7,NV,0.87,sand/debris,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2009-06-16,2009,JUN,,,OPCC1,60,2,0.5,0.2,503.0,513.0,,24.1,7.0,83.7,NV,0.79,sand/debris,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2009-06-16,2009,JUN,,,OPCC1,60,3,0.4,0.2,503.0,513.0,,24.1,7.0,83.7,NV,0.77,sand/debris,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2009-06-16,2009,JUN,09:34:00,Outgoing,OPCC2,10,1,0.55,0.2,507.5,510.0,,24.7,5.56,67.0,NV,0.55,pebbles/debris,3,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,NOTE: Some SAV; Possibly some eggs - brown in color
OPC,2009-06-16,2009,JUN,,,OPCC2,10,2,0.6,0.2,507.5,510.0,,24.7,5.56,67.0,NV,0.6,sand/silt/debris,15,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,live clam
OPC,2009-06-16,2009,JUN,,,OPCC2,10,3,0.55,0.2,507.5,510.0,,24.7,5.56,67.0,NV,0.59,clay/silt,15,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2009-06-16,2009,JUN,,,OPCC2,20,1,0.46,0.2,507.5,510.0,,24.7,5.56,67.0,NV,0.73,clay/sand/debris,28,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2009-06-16,2009,JUN,,,OPCC2,20,2,0.56,0.2,507.5,510.0,,24.7,5.56,67.0,NV,0.74,clay/sand/debris,9,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,2 live clams
OPC,2009-06-16,2009,JUN,,,OPCC2,20,3,0.51,0.2,507.5,510.0,,24.7,5.56,67.0,NV,0.7,clay/sand/debris,16,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2009-06-16,2009,JUN,,,OPCC2,30,1,0.37,0.2,507.5,510.0,,24.7,5.56,67.0,NV,0.73,silt/sand/debris,57,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2009-06-16,2009,JUN,,,OPCC2,30,2,0.35,0.2,507.5,510.0,,24.7,5.56,67.0,NV,0.74,clay/sand/debris,70,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2009-06-16,2009,JUN,,,OPCC2,30,3,0.34,0.2,507.5,510.0,,24.7,5.56,67.0,NV,0.76,clay/sand/debris,8,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2009-06-16,2009,JUN,,,OPCC2,40,1,0.5,0.2,507.5,510.0,,24.7,5.56,67.0,NV,0.8,clay/silt/debris,6.5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,Live clam
OPC,2009-06-16,2009,JUN,,,OPCC2,40,2,0.49,0.2,507.5,510.0,,24.7,5.56,67.0,NV,0.79,clay/silt,10,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2009-06-16,2009,JUN,,,OPCC2,40,3,0.4,0.2,507.5,510.0,,24.7,5.56,67.0,NV,0.76,clay/silt/debris,13,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,live and dead clams
OPC,2009-06-16,2009,JUN,,,OPCC2,50,1,0.39,0.2,507.5,510.0,,24.7,5.56,67.0,NV,0.88,clay/silt/debris,6,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2009-06-16,2009,JUN,,,OPCC2,50,2,0.38,0.2,507.5,510.0,,24.7,5.56,67.0,NV,0.85,clay/silt/debris,6,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,live clam
OPC,2009-06-16,2009,JUN,,,OPCC2,50,3,0.35,0.2,507.5,510.0,,24.7,5.56,67.0,NV,0.83,clay/silt/debris,5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2009-06-16,2009,JUN,,,OPCC2,60,1,0.43,0.2,507.5,510.0,,24.7,5.56,67.0,NV,0.8,clay/silt/debris,3.5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,live clam
OPC,2009-06-16,2009,JUN,,,OPCC2,60,2,0.49,0.2,507.5,510.0,,24.7,5.56,67.0,NV,0.8,clay/silt/debris,0,0.0,0.0,2.0,,0.0,0.0,0.0,,0.0,live clam
OPC,2009-06-16,2009,JUN,,,OPCC2,60,3,0.44,0.2,507.5,510.0,,24.7,5.56,67.0,NV,0.8,clay/silt/debris,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2009-08-06,2009,AUG,11:55:00,Outgoing,OPC1,10,1,0.7,0.1,216.0,209.0,,26.7,7.97,99.0,NV,0.84,sand/rocks/debris,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2009-08-06,2009,AUG,,,OPC1,10,2,0.7,0.1,216.0,209.0,,26.7,7.97,99.0,NV,0.79,sand/rocks/debris,3,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,dead clam
OPC,2009-08-06,2009,AUG,,,OPC1,10,3,0.7,0.1,216.0,209.0,,26.7,7.97,99.0,NV,0.83,sand/rocks/debris,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2009-08-06,2009,AUG,,,OPC1,20,1,0.72,0.1,216.0,209.0,,26.7,7.97,99.0,NV,0.87,clay/silt/sand/debris,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2009-08-06,2009,AUG,,,OPC1,20,2,0.72,0.1,216.0,209.0,,26.7,7.97,99.0,NV,0.88,clay/silt/sand/debris,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,dead clam
OPC,2009-08-06,2009,AUG,,,OPC1,20,3,0.74,0.1,216.0,209.0,,26.7,7.97,99.0,NV,0.88,clay/silt/little sand/debris,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2009-08-06,2009,AUG,,,OPC1,30,1,0.68,0.1,216.0,209.0,,26.7,7.97,99.0,NV,0.77,clay/silt/debris,6,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2009-08-06,2009,AUG,,,OPC1,30,2,0.62,0.1,216.0,209.0,,26.7,7.97,99.0,NV,0.77,clay/silt/debris,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,live clam
OPC,2009-08-06,2009,AUG,,,OPC1,30,3,0.69,0.1,216.0,209.0,,26.7,7.97,99.0,NV,0.79,clay/silt/debris,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2009-08-06,2009,AUG,,,OPC1,40,1,0.57,0.1,216.0,209.0,,26.7,7.97,99.0,NV,0.78,clay/silt/debris,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2009-08-06,2009,AUG,,,OPC1,40,2,0.6,0.1,216.0,209.0,,26.7,7.97,99.0,NV,0.8,clay/silt/debris,4,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2009-08-06,2009,AUG,,,OPC1,40,3,0.65,0.1,216.0,209.0,,26.7,7.97,99.0,NV,0.79,clay/silt/debris,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,dead clam
OPC,2009-08-06,2009,AUG,,,OPC1,50,1,0.56,0.1,216.0,209.0,,26.7,7.97,99.0,NV,0.84,clay/silt/debris,8,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,live clam
OPC,2009-08-06,2009,AUG,,,OPC1,50,2,0.54,0.1,216.0,209.0,,26.7,7.97,99.0,NV,0.85,clay/silt/debris,11,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2009-08-06,2009,AUG,,,OPC1,50,3,0.56,0.1,216.0,209.0,,26.7,7.97,99.0,NV,0.83,clay/silt/debris,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,dead clam
OPC,2009-08-06,2009,AUG,,,OPC1,60,1,0.57,0.1,216.0,209.0,,26.7,7.97,99.0,NV,0.89,clay/silt/debris,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,live clam
OPC,2009-08-06,2009,AUG,,,OPC1,60,2,0.56,0.1,216.0,209.0,,26.7,7.97,99.0,NV,0.89,clay/silt,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2009-08-06,2009,AUG,,,OPC1,60,3,0.55,0.1,216.0,209.0,,26.7,7.97,99.0,NV,0.9,clay/silt/debris,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,live and dead clam
OPC,2009-08-13,2009,AUG,11:26:00,Incoming,OPC2,10,1,0.63,0.2,396.1,379.6,,27.2,9.87,124.3,60,0.63,sand/debris,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,*Only two grabs instead of three on some distances because of too much SAV Note: A different YSI was used for the 8/13/2009 data collection than the 8/6/2009 data collection.
OPC,2009-08-13,2009,AUG,,,OPC2,10,2,0.68,0.2,396.1,379.6,,27.2,9.87,124.3,75,0.68,sand/silt/clay/debris/rocks,46,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2009-08-13,2009,AUG,,,OPC2,10,3,0.65,0.2,396.1,379.6,,27.2,9.87,124.3,70,0.65,sand/silt/debris,2.5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2009-08-13,2009,AUG,,,OPC2,20,1,0.56,0.2,396.1,379.6,,27.2,9.87,124.3,100,0.56,clay/silt/debris,220,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,live and dead clam
OPC,2009-08-13,2009,AUG,,,OPC2,20,2,0.58,0.2,396.1,379.6,,27.2,9.87,124.3,100,0.58,clay/silt/debris,270,0.0,0.0,2.0,,0.0,0.0,0.0,,0.0,2 live clams
OPC,2009-08-13,2009,AUG,,,OPC2,20,3,,,,,,,,,,,,,,,,,,,,,,
OPC,2009-08-13,2009,AUG,,,OPC2,30,1,0.52,0.2,396.1,379.6,,27.2,9.87,124.3,100,0.52,clay/little silt/debris,220,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2009-08-13,2009,AUG,,,OPC2,30,2,0.5,0.2,396.1,379.6,,27.2,9.87,124.3,100,0.5,clay/silt/debris,260,0.0,0.0,2.0,,0.0,0.0,0.0,,0.0,"3 live clams, dead mussel"
OPC,2009-08-13,2009,AUG,,,OPC2,30,3,,,,,,,,,,,,,,,,,,,,,,
OPC,2009-08-06,2009,AUG,13:30:00,Outgoing,OPC2,40,1,0.35,0.1,209.4,204.6,,26.3,7.98,98.6,100,0.35,clay/silt/debris,165,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,Wild celery located to the left of 40m plot
OPC,2009-08-06,2009,AUG,,,OPC2,40,2,0.34,0.1,209.4,204.6,,26.3,7.98,98.6,100,0.34,clay/silt/debris,215,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,dead clam
OPC,2009-08-06,2009,AUG,,,OPC2,40,3,,,,,,,,,,,,,,,,,,,,,,
OPC,2009-08-06,2009,AUG,,,OPC2,50,1,0.39,0.1,209.4,204.6,,26.3,7.98,98.6,100,0.39,silt/clay/debris,227,0.0,0.0,2.0,,0.0,0.0,0.0,,0.0,
OPC,2009-08-06,2009,AUG,,,OPC2,50,2,0.41,0.1,209.4,204.6,,26.3,7.98,98.6,100,0.41,silt/clay/debris,190,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2009-08-06,2009,AUG,,,OPC2,50,3,,,,,,,,,,,,,,,,,,,,,,
OPC,2009-08-06,2009,AUG,,,OPC2,60,1,0.43,0.1,209.4,204.6,,26.3,7.98,98.6,100,0.43,clay/silt/sand/debris,169,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,dead clam
OPC,2009-08-06,2009,AUG,,,OPC2,60,2,0.49,0.1,209.4,204.6,,26.3,7.98,98.6,100,0.49,clay/silt/sand/debris,139,0.0,0.0,13.0,,0.0,0.0,0.0,,0.0,
OPC,2009-08-06,2009,AUG,,,OPC2,60,3,,,,,,,,,,,,,,,,,,,,,,
OPC,2009-08-13,2009,AUG,13:07:00,Outgoing,OPC3,10,1,0.55,0.2,482.4,428.9,,27.5,14.79,190.5,75,0.55,sand/clay/debris/roots,120,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,"*Only two grabs on some distances instead of three because of too much SAV , Wild Celery in patches around transect"
OPC,2009-08-13,2009,AUG,,,OPC3,10,2,0.55,0.2,482.4,428.9,,27.5,14.79,190.5,95,0.55,clay/silt/sand/debris,110,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2009-08-13,2009,AUG,,,OPC3,10,3,,,,,,,,,,,,,,,,,,,,,,
OPC,2009-08-13,2009,AUG,,,OPC3,20,1,0.51,0.2,482.4,428.9,,27.5,14.79,190.5,100,0.51,clay/silt/debris,230,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,"*Only two grabs on some distances instead of three because of too much SAV , Wild Celery in patches around transect"
OPC,2009-08-13,2009,AUG,,,OPC3,20,2,0.54,0.2,482.4,428.9,,27.5,14.79,190.5,100,0.54,clay/silt/debris,150,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2009-08-13,2009,AUG,,,OPC3,20,3,,,,,,,,,,,,,,,,,,,,,,
OPC,2009-08-13,2009,AUG,,,OPC3,30,1,0.54,0.2,482.4,428.9,,27.5,14.79,190.5,NV,0.54,clay/silt/sand/debris,190,0.0,0.0,2.0,,0.0,0.0,0.0,,0.0,"Could see secchi on the bottom, but could not see well enough to estimate cover (grabs 30m - 60m)"
OPC,2009-08-13,2009,AUG,,,OPC3,30,2,0.59,0.2,482.4,428.9,,27.5,14.79,190.5,NV,0.59,clay/silt/sand/debris,145,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,"*Only two grabs on some distances instead of three because of too much SAV , Wild Celery in patches around transect"
OPC,2009-08-13,2009,AUG,,,OPC3,30,3,,,,,,,,,,,,,,,,,,,,,,
OPC,2009-08-13,2009,AUG,,,OPC3,40,1,0.55,0.2,482.4,428.9,,27.5,14.79,190.5,NV,0.55,clay/silt/debris,240,0.0,0.0,3.5,,0.0,0.0,0.0,,0.0,"*Only two grabs on some distances instead of three because of too much SAV , Wild Celery in patches around transect"
OPC,2009-08-13,2009,AUG,,,OPC3,40,2,0.53,0.2,482.4,428.9,,27.5,14.79,190.5,NV,0.53,clay/silt/debris,340,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2009-08-13,2009,AUG,,,OPC3,40,3,,,,,,,,,,,,,,,,,,,,,,
OPC,2009-08-13,2009,AUG,,,OPC3,50,1,0.57,0.2,482.4,428.9,,27.5,14.79,190.5,NV,0.57,clay/silt/debris,230,0.0,2.0,0.0,,0.0,0.0,0.0,,0.0,"*Only two grabs on some distances instead of three because of too much SAV , Wild Celery in patches around transect"
OPC,2009-08-13,2009,AUG,,,OPC3,50,2,0.53,0.2,482.4,428.9,,27.5,14.79,190.5,NV,0.53,clay/silt/debris,370,0.0,0.0,2.0,,0.0,0.0,0.0,,0.0,
OPC,2009-08-13,2009,AUG,,,OPC3,50,3,,,,,,,,,,,,,,,,,,,,,,
OPC,2009-08-13,2009,AUG,,,OPC3,60,1,0.57,0.2,482.4,428.9,,27.5,14.79,190.5,NV,0.57,clay/silt/debris,115,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2009-08-13,2009,AUG,,,OPC3,60,2,0.58,0.2,482.4,428.9,,27.5,14.79,190.5,NV,0.58,clay/silt/sand/debris,160,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2009-08-13,2009,AUG,,,OPC3,60,3,0.55,,,,,,,,,0.55,clay/silt/debris,150,0.0,2.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2009-08-06,2009,AUG,,,OPCC1,10,1,0.52,0.3,569.0,559.0,,25.9,4.98,61.5,NV,0.55,sand/silt/debris,67,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,"Note: Recent Rain, Coontail did not look healthy"
OPC,2009-08-06,2009,AUG,,,OPCC1,10,2,0.45,0.3,569.0,559.0,,25.9,4.98,61.5,NV,0.55,sand/organic/clay,50,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,Root mats
OPC,2009-08-06,2009,AUG,,,OPCC1,10,3,0.48,0.3,569.0,559.0,,25.9,4.98,61.5,NV,0.55,sand,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2009-08-06,2009,AUG,,,OPCC1,20,1,0.55,0.3,569.0,559.0,,25.9,4.98,61.5,NV,0.64,sand/silt/debris,120,0.0,0.0,2.0,,0.0,0.0,0.0,,0.0,
OPC,2009-08-06,2009,AUG,,,OPCC1,20,2,0.51,0.3,569.0,559.0,,25.9,4.98,61.5,NV,0.64,sand/silt/debris,17,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2009-08-06,2009,AUG,,,OPCC1,20,3,0.51,0.3,569.0,559.0,,25.9,4.98,61.5,NV,0.65,sand/silt/clay/debris,78,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2009-08-06,2009,AUG,,,OPCC1,30,1,0.46,0.3,569.0,559.0,,25.9,4.98,61.5,NV,0.77,sand/silt,10,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2009-08-06,2009,AUG,,,OPCC1,30,2,0.47,0.3,569.0,559.0,,25.9,4.98,61.5,NV,0.76,sand/silt/debris/large rocks,15,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2009-08-06,2009,AUG,,,OPCC1,30,3,0.44,0.3,569.0,559.0,,25.9,4.98,61.5,NV,0.78,sand/silt/organic/large rocks,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,dead clam
OPC,2009-08-06,2009,AUG,,,OPCC1,40,1,0.45,0.3,569.0,559.0,,25.9,4.98,61.5,NV,0.75,sand/silt/debris,7.5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2009-08-06,2009,AUG,,,OPCC1,40,2,0.48,0.3,569.0,559.0,,25.9,4.98,61.5,NV,0.73,sand/silt/debris,10,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2009-08-06,2009,AUG,,,OPCC1,40,3,0.5,0.3,569.0,559.0,,25.9,4.98,61.5,NV,0.75,sand/silt/debris,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2009-08-06,2009,AUG,,,OPCC1,50,1,0.51,0.3,569.0,559.0,,25.9,4.98,61.5,NV,0.88,sand/silt/debris,86,0.0,0.0,1.5,,0.0,0.0,0.0,,0.0,
